Name,Position,Total Pass,Accurate Pass,Total Long Balls,Accurate Long Balls,Total Cross,Accurate Cross,Aerial Won,Aerial Lost,Duel Lost,Duel Won,Total Dribbles,Successful Dribbles,Big Chance Created,Big Chance Missed,Interception Won,Dribbled Past,Dispossessed,Error Lead To Shot,Total Tackle,Fouls,Was Fouled,Total Clearance,Key Pass,Shots On Target,Shots Off Target,Goal Assist,Goals,Woodwork,Saves,Punches,Save From Inside The Box,Last Man Tackle,Shots Blocked,Blocked Shots,Total Keeper Sweeper,Accurate Keeper Sweeper,Touches,Total OffSide,Possession Lost Ctrl,Own Goals,MinutesPlayed,place,Team,SofaScore Rating
J. Foyth,D,53,44,0,0,0,0,1,1,7,8,3,2,0,0,2,1,2,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,13,0,90,Home,Villarreal,6
R. Albiol,D,47,42,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,58,0,6,0,89,Home,Villarreal,6.7
P. Torres,D,56,51,6,4,0,0,1,2,7,4,2,2,1,0,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,66,0,8,0,90,Home,Villarreal,6.8
A. Moreno,D,20,19,1,1,2,0,0,0,1,6,1,1,0,0,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,4,0,60,Home,Villarreal,6.9
S. Chukwueze,M,23,18,0,0,2,1,0,1,10,4,5,1,0,0,0,1,2,0,0,2,3,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,38,0,13,0,89,Home,Villarreal,6.9
É. Capoue,M,38,34,1,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,4,0,76,Home,Villarreal,6.9
D. Parejo,M,74,63,7,4,4,2,0,0,2,6,2,2,0,0,0,0,1,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,14,0,90,Home,Villarreal,7.4
M. Trigueros,M,26,22,0,0,0,0,0,1,6,3,3,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,9,0,65,Home,Villarreal,5.7
G. Moreno,F,30,22,0,0,0,0,1,3,9,6,3,1,0,0,0,1,1,0,0,3,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,49,0,15,0,90,Home,Villarreal,6.9
P. Alcácer,F,10,7,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,5,0,60,Home,Villarreal,6.4
G. Rulli,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
J. Costa,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
P. Estupiñán,D,11,8,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,30,Home,Villarreal,6.6
R. F. Mori,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
A. Pedraza,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
M. Gaspar,D,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,1,Home,Villarreal,0
A. Baena,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
F. Coquelin,M,19,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,30,Home,Villarreal,6.5
M. Gómez,M,8,7,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,14,Home,Villarreal,6.6
F. Niño,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
Y. Pino,F,4,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,Home,Villarreal,0
C. Bacca,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Villarreal,0
M. t. Stegen,G,40,35,12,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,48,0,5,0,90,Away,Barcelona,6.7
O. Mingueza,D,76,67,11,4,0,0,2,0,2,4,0,0,1,0,2,2,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,11,0,90,Away,Barcelona,7.1
G. Piqué,D,47,43,5,5,0,0,4,2,3,5,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,90,Away,Barcelona,6.9
C. Lenglet,D,76,75,3,2,1,0,0,0,2,5,1,1,0,0,3,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,4,0,90,Away,Barcelona,7.3
S. Busquets,M,65,61,4,3,0,0,0,0,5,5,0,0,0,0,1,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,4,0,88,Away,Barcelona,6.9
S. Dest,D,24,21,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,7,0,45,Away,Barcelona,6.1
F. de Jong,M,57,52,2,1,0,0,0,1,2,8,4,4,1,3,0,0,1,0,3,0,1,2,3,1,2,0,0,1,0,0,0,0,0,0,0,0,77,1,12,0,90,Away,Barcelona,6.9
Pedri,M,35,31,1,0,0,0,0,0,7,3,0,0,0,0,2,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,10,0,64,Away,Barcelona,6.3
J. Alba,D,57,45,2,1,4,3,1,0,1,5,1,1,1,0,3,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,16,0,90,Away,Barcelona,7.8
L. Messi,F,48,43,1,1,1,0,0,1,8,8,3,2,0,0,0,2,4,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,69,0,14,0,90,Away,Barcelona,6.9
A. Griezmann,F,22,18,1,1,0,0,0,0,3,2,0,0,0,1,0,1,1,0,1,1,1,0,2,3,1,0,2,0,0,0,0,0,1,0,0,0,32,0,5,0,80,Away,Barcelona,8.3
Neto,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
A. Tenas,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
R. Araújo,D,4,3,1,1,0,0,3,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,8,Away,Barcelona,7
J. Firpo,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
S. Umtiti,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
S. Roberto,D,32,28,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,45,Away,Barcelona,6.9
I. Moriba,M,8,8,2,2,0,0,1,0,4,4,0,0,0,0,2,0,2,0,1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,26,Away,Barcelona,6.9
Matheus Fernandes,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
R. Puig,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
O. Dembélé,F,2,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,10,Away,Barcelona,6.8
F. Trincão,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
A. Fernández,G,28,23,12,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,37,0,5,0,90,Home,Huesca,6.3
D. Vavro,D,26,23,6,4,0,0,1,0,2,3,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,4,0,45,Home,Huesca,6.6
J. Pulido,D,80,63,13,4,5,1,6,3,5,10,1,1,0,0,3,0,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,22,0,90,Home,Huesca,7
P. Insúa,D,59,55,10,8,0,0,1,2,2,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,68,Home,Huesca,6.9
P. Mosquera,M,77,68,16,8,0,0,3,2,6,6,0,0,0,0,1,1,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,9,0,90,Home,Huesca,6.8
P. López,D,27,22,0,0,4,1,2,3,5,3,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12,0,68,Home,Huesca,6.5
D. Ferreiro,M,33,28,3,1,5,2,1,2,4,4,2,1,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,11,0,90,Home,Huesca,6.8
J. Seoane,M,16,11,0,0,1,0,2,1,3,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,11,0,45,Home,Huesca,6.4
J. Galán,D,46,37,7,4,8,1,1,2,11,18,10,6,0,0,2,0,5,0,6,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,25,0,90,Home,Huesca,7.4
S. Ramírez,F,23,21,2,2,1,0,0,2,9,6,4,2,0,0,0,2,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,9,0,77,Home,Huesca,6.6
R. Mir,F,11,8,1,1,0,0,5,3,8,5,0,0,0,1,0,1,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,21,1,5,0,90,Home,Huesca,7.1
Á. Fernández,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Huesca,0
G. Silva,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Huesca,0
D. Siovas,D,44,37,3,0,1,0,2,2,5,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0,10,0,45,Home,Huesca,6.3
S. Gómez,M,7,5,5,3,3,0,0,0,2,2,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,22,Home,Huesca,6.8
J. Carlos,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Huesca,0
I. Doumbia,M,11,10,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,22,Home,Huesca,6.8
M. Rico,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Huesca,0
D. Escriche,F,14,9,2,0,0,0,0,0,5,6,6,3,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,12,0,45,Home,Huesca,6.5
S. Okazaki,F,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,Home,Huesca,6.6
D. Soria,G,26,13,25,12,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30,0,13,0,90,Away,Getafe,7.2
D. Suárez,D,23,14,6,2,3,1,0,2,11,8,3,1,0,0,0,5,2,0,6,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,19,0,90,Away,Getafe,6.5
Djené,D,17,12,6,4,0,0,3,0,1,6,1,1,0,0,0,0,1,0,1,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,6,0,90,Away,Getafe,7.3
D. Timor,M,20,11,14,6,0,0,1,1,3,3,1,1,0,0,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,10,0,90,Away,Getafe,6.7
M. Olivera,D,14,9,3,2,0,0,2,4,8,5,1,0,0,0,1,0,2,0,2,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,0,13,0,90,Away,Getafe,6.9
A. Nyom,M,20,11,2,0,1,0,2,1,7,5,0,0,0,0,2,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,16,0,83,Away,Getafe,6.5
M. Arambarri,M,22,15,9,5,4,2,2,1,8,10,1,1,0,0,0,2,0,0,5,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,11,0,90,Away,Getafe,7.2
N. Maksimović,M,21,15,1,0,0,0,1,1,3,2,0,0,0,0,1,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7,0,88,Away,Getafe,6.7
M. Cucurella,M,22,13,2,0,0,0,1,2,7,4,0,0,0,0,0,2,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,0,90,Away,Getafe,6.3
E. Ünal,F,13,3,1,1,0,0,3,3,12,8,1,0,0,0,0,2,4,0,1,3,4,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,30,1,16,0,79,Away,Getafe,8
J. Mata,F,25,20,1,1,3,0,6,7,9,11,1,1,0,0,0,0,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12,0,88,Away,Getafe,7.2
R. Yáñez,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
X. Etxeita,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
J. Iglesias,D,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,Away,Getafe,6.7
S. Chakla,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
Chema,D,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,Away,Getafe,6.3
F. Portillo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
J. Miranda,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
T. Kubo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
S. Abdulai,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
C. Aleñá,M,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,Away,Getafe,0
Á. Rodríguez,F,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,Away,Getafe,0
D. Poveda,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
T. Courtois,G,30,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,38,0,3,0,90,Home,Real Madrid,7.3
D. Carvajal,D,51,43,5,4,6,1,1,1,3,2,0,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,13,0,68,Home,Real Madrid,6.9
É. Militão,D,61,59,10,8,1,0,1,2,5,3,0,0,0,0,3,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,6,0,90,Home,Real Madrid,7.2
R. Varane,D,74,70,8,5,0,0,4,1,2,4,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,4,0,90,Home,Real Madrid,7.1
N. Fernández,D,60,53,5,3,2,0,1,1,6,3,1,0,0,0,1,0,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,12,0,90,Home,Real Madrid,6.9
L. Modrić,M,63,53,2,2,3,0,0,0,4,0,0,0,0,0,3,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,15,0,77,Home,Real Madrid,7.1
Casemiro,M,55,42,3,3,2,0,1,4,9,6,0,0,0,0,0,2,2,0,3,2,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,69,1,19,0,90,Home,Real Madrid,6.9
Isco,M,59,57,3,3,4,0,1,1,4,5,3,1,0,0,1,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,77,0,9,0,68,Home,Real Madrid,7
Rodrygo,F,28,21,1,0,3,0,0,0,4,5,3,2,0,0,1,0,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,46,0,14,0,59,Home,Real Madrid,6.8
K. Benzema,F,30,24,0,0,0,0,1,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,38,1,8,0,90,Home,Real Madrid,7
M. Asensio,F,37,34,2,2,6,1,0,0,2,2,1,1,0,0,1,0,2,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,59,0,12,0,77,Home,Real Madrid,7.5
D. Altube,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
A. Lunin,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
Marcelo,D,18,16,0,0,2,1,0,0,2,4,2,2,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,5,0,22,Home,Real Madrid,7
Á. Odriozola,D,10,10,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,22,Home,Real Madrid,6.8
A. Blanco,M,13,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,Home,Real Madrid,6.6
S. Arribas,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
V. Júnior,F,11,11,1,1,2,1,0,0,3,3,1,0,0,0,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,31,Home,Real Madrid,6.8
M. Díaz,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Madrid,0
E. Hazard,F,12,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,13,Home,Real Madrid,6.9
C. Bravo,G,29,20,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,3,0,0,0,0,0,44,0,10,0,90,Away,Real Betis Balompié,8.2
Emerson Royal,D,38,30,1,0,2,0,4,0,4,10,0,0,0,0,1,1,0,0,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,0,15,0,90,Away,Real Betis Balompié,7.5
A. Mandi,D,46,42,3,0,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,90,Away,Real Betis Balompié,6.8
V. Ruiz,D,55,46,7,3,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,10,0,90,Away,Real Betis Balompié,7.3
J. Miranda,D,38,32,3,1,4,0,0,1,2,2,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,15,0,90,Away,Real Betis Balompié,6.9
G. Rodríguez,M,57,50,5,4,0,0,2,0,4,10,2,2,0,1,1,1,0,0,4,3,2,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,76,0,8,0,90,Away,Real Betis Balompié,7.6
A. Guardado,M,51,46,4,2,0,0,0,0,3,6,1,1,0,0,2,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,8,0,88,Away,Real Betis Balompié,7.2
D. Lainez,M,24,20,1,0,1,1,1,2,13,5,2,2,0,0,2,3,6,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,10,0,80,Away,Real Betis Balompié,6.3
S. Canales,M,57,48,7,5,2,1,0,0,2,2,0,0,1,0,0,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,71,0,14,0,90,Away,Real Betis Balompié,7.3
Joaquín,M,27,23,1,0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5,0,59,Away,Real Betis Balompié,6.8
B. Iglesias,F,11,9,0,0,0,0,2,3,5,4,1,1,1,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,8,0,80,Away,Real Betis Balompié,6.6
J. Robles,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
M. Montoya,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
M. Bartra,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
Sidnei,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
Á. Moreno,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
A. Ruibal,M,10,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,4,0,31,Away,Real Betis Balompié,6.7
P. Akouokou,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
R. Sánchez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
W. Carvalho,M,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,2,Away,Real Betis Balompié,0
Y. Fekir,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Real Betis Balompié,0
L. Morón,F,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,10,Away,Real Betis Balompié,6.7
Juanmi,F,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,10,Away,Real Betis Balompié,6.5
J. Doménech,G,21,13,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27,0,8,0,90,Home,Valencia,6.6
